Batch,Optimal,Above Average,Average,Below Average,Non-optimal,Score,Rank,CI Lower,CI Upper,Precision
96,33.33333333333333,14.285714285714285,33.33333333333333,9.523809523809524,9.523809523809524,3.523809523809523,1.0,1.0244417248062014,1.025157403100775,1397.2758536651465
98,19.047619047619047,33.33333333333333,28.57142857142857,9.523809523809524,9.523809523809524,3.4285714285714284,2.0,1.0384077608695654,1.0395156739130436,902.5979122518955
97,20.0,15.0,40.0,15.0,10.0,3.2,3.0,1.0385104047619047,1.0397420714285712,811.9079837619371
93,10.526315789473683,26.31578947368421,42.10526315789473,10.526315789473683,10.526315789473683,3.1578947368421053,4.0,1.0299147391304349,1.0307767826086955,1160.0342966664068
92,9.523809523809524,23.809523809523807,47.61904761904761,9.523809523809524,9.523809523809524,3.1428571428571423,5.5,1.0280690047393364,1.0289232938388624,1170.5639233309187
100,9.523809523809524,23.809523809523807,47.61904761904761,9.523809523809524,9.523809523809524,3.1428571428571423,5.5,1.0449225869565217,1.0463435217391304,703.7620672246094
99,0.0,13.636363636363635,63.63636363636363,13.636363636363635,9.090909090909092,2.8181818181818175,7.0,1.0382034,1.0393742666666665,854.0682115812516
94,0.0,0.0,76.19047619047619,14.285714285714285,9.523809523809524,2.666666666666666,8.0,1.0436379130434783,1.0449488695652174,762.8018041921282
95,0.0,0.0,68.42105263157895,21.052631578947366,10.526315789473683,2.5789473684210527,9.0,1.0312246215139442,1.032118984063745,1118.1147960888243
91,0.0,0.0,52.17391304347826,34.78260869565217,13.043478260869565,2.391304347826087,10.0,1.038104956521739,1.0393079782608696,831.2401741989407
