Batch,Optimal,Above Average,Average,Below Average,Non-optimal,Score,Rank,CI Lower,CI Upper,Precision
48,42.857142857142854,14.285714285714285,19.047619047619047,14.285714285714285,9.523809523809524,3.666666666666666,1.0,1.0378615400000002,1.03900574,873.97308162931
32,38.095238095238095,19.047619047619047,19.047619047619047,14.285714285714285,9.523809523809524,3.619047619047619,2.0,1.0469764782608697,1.0484435,681.6531570914407
41,27.27272727272727,22.727272727272727,27.27272727272727,13.636363636363635,9.090909090909092,3.4545454545454537,3.0,1.0271822692307695,1.027962346153846,1281.9248594818805
47,35.0,10.0,30.0,15.0,10.0,3.45,4.0,1.0375816521739132,1.0387421956521738,861.6652617778032
44,23.809523809523807,19.047619047619047,38.095238095238095,9.523809523809524,9.523809523809524,3.380952380952381,5.0,1.0387947959183677,1.0401654591836738,729.5737949004375
60,19.047619047619047,19.047619047619047,38.095238095238095,14.285714285714285,9.523809523809524,3.238095238095238,6.0,1.029974760869565,1.0308130652173912,1192.884186504733
37,15.789473684210526,21.052631578947366,42.10526315789473,10.526315789473683,10.526315789473683,3.210526315789473,7.0,1.0392352142857142,1.0404838333333333,800.8847870027622
52,19.047619047619047,14.285714285714285,42.857142857142854,14.285714285714285,9.523809523809524,3.1904761904761902,8.0,1.034254652173913,1.0353130652173914,944.810729763546
31,13.636363636363635,27.27272727272727,36.36363636363637,9.090909090909092,13.636363636363635,3.1818181818181817,9.0,1.029188914893617,1.0299907234042556,1247.1805758256253
35,5.555555555555555,38.88888888888889,33.33333333333333,11.11111111111111,11.11111111111111,3.166666666666666,10.0,1.0359747608695653,1.0370279782608696,949.4715984148727
58,19.047619047619047,9.523809523809524,47.61904761904761,14.285714285714285,9.523809523809524,3.1428571428571423,11.0,1.0434410905349796,1.044791172839506,740.6955832598123
34,14.285714285714285,14.285714285714285,47.61904761904761,14.285714285714285,9.523809523809524,3.0952380952380945,12.5,1.034848543478261,1.0358409782608697,1007.6228861824328
54,14.285714285714285,14.285714285714285,47.61904761904761,14.285714285714285,9.523809523809524,3.0952380952380945,12.5,1.03427012987013,1.0352944805194806,976.2282091918247
53,0.0,44.44444444444444,27.77777777777778,16.666666666666664,11.11111111111111,3.055555555555555,14.0,1.043250413043478,1.0446062826086957,737.5340708672883
40,9.523809523809524,14.285714285714285,52.38095238095239,14.285714285714285,9.523809523809524,3.0,15.0,1.023951106870229,1.0246405343511449,1450.4788794775784
56,0.0,28.57142857142857,47.61904761904761,14.285714285714285,9.523809523809524,2.9523809523809517,16.0,1.0343077608695652,1.035278304347826,1030.3505431740496
38,0.0,23.809523809523807,52.38095238095239,14.285714285714285,9.523809523809524,2.9047619047619047,18.0,1.042354342105263,1.043655350877193,768.6343255906596
42,0.0,19.047619047619047,61.904761904761905,9.523809523809524,9.523809523809524,2.9047619047619047,18.0,1.047961347826087,1.0494063043478261,692.0623457904466
46,0.0,23.809523809523807,52.38095238095239,14.285714285714285,9.523809523809524,2.9047619047619047,18.0,1.0295947629310347,1.0304742456896552,1137.031954518984
43,4.761904761904762,14.285714285714285,57.14285714285714,14.285714285714285,9.523809523809524,2.904761904761904,20.0,1.0330111086956522,1.0339863043478261,1025.435252680566
57,0.0,19.047619047619047,57.14285714285714,14.285714285714285,9.523809523809524,2.8571428571428568,21.0,1.0274782222222223,1.0283076222222223,1205.6908608633034
50,0.0,14.285714285714285,61.904761904761905,14.285714285714285,9.523809523809524,2.8095238095238098,22.0,1.0399547173913044,1.0411715217391302,821.824808389964
55,0.0,10.0,65.0,15.0,10.0,2.75,23.0,1.0377989378238344,1.038914067357513,896.7568069882843
39,0.0,0.0,76.19047619047619,14.285714285714285,9.523809523809524,2.666666666666666,25.0,1.037667739130435,1.0387478478260868,925.8327463020363
49,0.0,0.0,76.19047619047619,14.285714285714285,9.523809523809524,2.666666666666666,25.0,1.030728392857143,1.0316599553571426,1073.4652801076863
36,0.0,0.0,76.19047619047619,14.285714285714285,9.523809523809524,2.666666666666666,25.0,1.0349373695652173,1.0359835217391302,955.8838808886816
59,0.0,0.0,72.22222222222221,16.666666666666664,11.11111111111111,2.6111111111111103,27.0,1.0331076282051281,1.034082094017094,1026.2032671855031
33,0.0,0.0,65.21739130434783,26.08695652173913,8.695652173913043,2.565217391304348,28.0,1.0377094782608693,1.0388186086956521,901.6072128575644
51,0.0,0.0,70.0,15.0,15.0,2.55,29.0,1.0273488970588236,1.028242205882353,1119.4336982467235
45,0.0,0.0,52.17391304347826,34.78260869565217,13.043478260869565,2.391304347826087,30.0,1.040333847826087,1.0415575000000001,817.2256964184018
