Batch,Optimal,Above Average,Average,Below Average,Non-optimal,Score,Rank,CI Lower,CI Upper,Precision
66,33.33333333333333,19.047619047619047,23.809523809523807,14.285714285714285,9.523809523809524,3.523809523809523,1.0,1.0305409958506222,1.0314059543568463,1156.1248231032027
81,35.0,15.0,25.0,15.0,10.0,3.5,2.0,1.0426252173913044,1.0439339130434782,764.1196013290104
68,28.57142857142857,19.047619047619047,33.33333333333333,9.523809523809524,9.523809523809524,3.476190476190476,3.0,1.0320469347826087,1.0330219130434786,1025.6638944008646
76,28.57142857142857,19.047619047619047,28.57142857142857,14.285714285714285,9.523809523809524,3.4285714285714284,4.0,1.0397642826086957,1.0410140869565216,800.1252369937004
70,23.809523809523807,28.57142857142857,23.809523809523807,14.285714285714285,9.523809523809524,3.428571428571428,5.0,1.0368016883116882,1.0379601948051949,863.1803150046227
62,28.57142857142857,14.285714285714285,33.33333333333333,14.285714285714285,9.523809523809524,3.38095238095238,6.0,1.0445251956521737,1.0459871304347825,684.025041264501
72,19.047619047619047,19.047619047619047,38.095238095238095,14.285714285714285,9.523809523809524,3.238095238095238,7.0,1.025906407185629,1.026856377245509,1052.6647546410554
84,14.285714285714285,28.57142857142857,33.33333333333333,14.285714285714285,9.523809523809524,3.2380952380952372,8.0,1.0444808478260867,1.0458184565217392,747.6027953841998
86,19.047619047619047,14.285714285714285,42.857142857142854,14.285714285714285,9.523809523809524,3.1904761904761902,9.5,1.0307066222222223,1.0316543111111112,1055.1986118276434
64,19.047619047619047,9.523809523809524,52.38095238095239,9.523809523809524,9.523809523809524,3.1904761904761902,9.5,1.0436825217391303,1.0449976304347826,760.3934209438578
88,14.285714285714285,19.047619047619047,42.857142857142854,14.285714285714285,9.523809523809524,3.1428571428571423,11.0,1.0322242757009348,1.033111448598131,1127.1760027390135
77,15.789473684210526,10.526315789473683,47.368421052631575,15.789473684210526,10.526315789473683,3.052631578947368,12.0,1.0400076086956522,1.0412330434782606,816.0368990599857
65,9.523809523809524,19.047619047619047,47.61904761904761,14.285714285714285,9.523809523809524,3.047619047619047,13.0,1.0293711652542372,1.0302450635593219,1144.2979053530942
89,4.761904761904762,23.809523809523807,47.61904761904761,14.285714285714285,9.523809523809524,2.9999999999999996,14.5,1.0328633043478261,1.0338575,1005.8382349725136
79,4.761904761904762,23.809523809523807,47.61904761904761,14.285714285714285,9.523809523809524,2.9999999999999996,14.5,1.026722734375,1.0276127343750001,1123.595505617905
90,0.0,23.809523809523807,52.38095238095239,14.285714285714285,9.523809523809524,2.9047619047619047,16.0,1.0437770217391305,1.0451722391304348,716.7341851044049
83,0.0,18.181818181818183,59.09090909090909,13.636363636363635,9.090909090909092,2.8636363636363633,17.0,1.0375412926829268,1.0388020487804879,793.1748273393389
82,0.0,19.047619047619047,57.14285714285714,14.285714285714285,9.523809523809524,2.8571428571428568,18.0,1.0318851956521737,1.0328505652173914,1035.8727227686616
71,0.0,21.052631578947366,52.63157894736842,15.789473684210526,10.526315789473683,2.8421052631578947,19.0,1.035131829787234,1.0362732765957445,876.0811213839636
74,0.0,14.285714285714285,61.904761904761905,14.285714285714285,9.523809523809524,2.8095238095238098,20.5,1.030590413043478,1.0314472173913045,1167.1275974926039
63,0.0,14.285714285714285,61.904761904761905,14.285714285714285,9.523809523809524,2.8095238095238098,20.5,1.044998159090909,1.0463985681818184,714.0770554057109
85,0.0,22.22222222222222,44.44444444444444,22.22222222222222,11.11111111111111,2.7777777777777772,22.0,1.0335615869565218,1.034594152173913,968.4618299718327
78,0.0,14.285714285714285,57.14285714285714,19.047619047619047,9.523809523809524,2.7619047619047614,23.0,1.03359744813278,1.0345593360995848,1039.6221124606236
69,0.0,10.0,65.0,15.0,10.0,2.75,24.0,1.0404043260869564,1.0416369565217392,811.2731697852906
61,0.0,0.0,77.27272727272727,13.636363636363635,9.090909090909092,2.681818181818181,25.0,1.031277875,1.0323209999999998,958.6578789696159
73,0.0,0.0,76.19047619047619,14.285714285714285,9.523809523809524,2.666666666666666,26.5,1.0390111739130437,1.0402261956521741,823.030541589862
80,0.0,0.0,76.19047619047619,14.285714285714285,9.523809523809524,2.666666666666666,26.5,1.0262827027027028,1.0271379279279278,1169.2826293061603
75,0.0,0.0,70.58823529411765,11.76470588235294,17.647058823529413,2.5294117647058827,28.0,1.0386773043478263,1.0399488260869565,786.4592237991201
87,0.0,0.0,65.0,20.0,15.0,2.5,29.0,1.0356770346320345,1.0367861904761906,901.5865581638736
67,0.0,0.0,60.0,26.666666666666668,13.333333333333334,2.466666666666667,30.0,1.0342276739130436,1.0352792826086954,950.9240501099051
