Batch,Optimal,Above Average,Average,Below Average,Non-optimal,Score,Rank,CI Lower,CI Upper,Precision
29,46.41379310344828,9.931034482758621,25.03448275862069,10.689655172413794,7.931034482758621,3.7620689655172406,1.0,3.075890619469026,3.0800445353982298,240.73669690077398
23,36.21212121212121,13.560606060606062,29.545454545454547,12.045454545454545,8.636363636363637,3.5666666666666664,2.0,3.221012391304348,3.225360891304348,229.9643555249007
8,25.82608695652174,17.304347826086957,32.95652173913044,14.000000000000002,9.91304347826087,3.351304347826087,3.0,2.9992029676258993,3.001906582733813,369.87513388014014
7,20.086206896551726,23.275862068965516,34.05172413793103,12.758620689655173,9.827586206896552,3.310344827586207,4.0,2.694403086956522,2.6970461521739133,378.34859065148066
22,22.086956521739133,16.869565217391305,37.04347826086957,14.08695652173913,9.91304347826087,3.2713043478260873,5.0,2.76004125698324,2.7638379888268156,263.38441617680525
16,20.608695652173914,17.82608695652174,37.47826086956522,14.08695652173913,10.0,3.2495652173913037,6.0,2.650185956521739,2.652490543478261,433.91723500392345
2,16.782608695652172,23.304347826086957,35.47826086956521,14.43478260869565,10.0,3.2243478260869565,7.0,3.3082997844827586,3.3127338362068968,225.52736463496592
26,18.521739130434785,17.565217391304348,39.04347826086956,14.956521739130435,9.91304347826087,3.1982608695652175,8.0,3.348561652173913,3.3536399565217394,196.9161222934695
12,13.91304347826087,19.565217391304348,43.130434782608695,13.391304347826086,10.0,3.1400000000000006,9.0,2.649071349206349,2.651331904761905,442.3691324649054
11,18.514851485148515,15.445544554455445,38.81188118811881,15.94059405940594,11.287128712871288,3.1396039603960393,10.0,2.720774586956521,2.723475739130435,370.21238923795863
20,13.130434782608697,19.47826086956522,41.56521739130435,15.91304347826087,9.91304347826087,3.1000000000000005,11.0,3.1358063366336633,3.140537896039605,211.34681279585322
13,14.351851851851851,17.037037037037038,42.96296296296296,15.0,10.648148148148149,3.0944444444444446,12.0,3.1367481521739133,3.1406081304347824,259.0688165624177
1,12.743362831858407,19.646017699115045,40.44247787610619,16.991150442477874,10.176991150442479,3.07787610619469,13.0,3.0927739814814816,3.0972144444444445,225.2017432283142
14,5.043478260869565,27.73913043478261,41.82608695652174,15.304347826086955,10.08695652173913,3.0234782608695654,14.0,3.0220389565217394,3.025968,254.51487252124832
3,0.0,28.201438848920862,51.798561151079134,11.726618705035971,8.273381294964029,2.9992805755395686,15.0,2.7788481491712704,2.7828625414364643,249.10370834219225
21,0.0,33.1578947368421,43.24561403508772,13.596491228070176,10.0,2.9956140350877187,16.0,3.246277152173913,3.2508939347826087,216.60105851995894
28,0.0,22.608695652173914,53.130434782608695,14.347826086956522,9.91304347826087,2.884347826086957,17.0,2.7505073670212763,2.7537819680851063,305.38071065987486
27,0.0,18.672985781990523,52.89099526066351,17.6303317535545,10.80568720379147,2.7943127962085312,18.0,2.639138217391304,2.641635760869565,400.3934300660387
15,0.0,22.983425414364643,44.751381215469614,19.66850828729282,12.596685082872927,2.7812154696132594,19.0,2.7093004106280194,2.7122667632850237,337.11433387353776
5,0.0,22.12290502793296,44.46927374301676,20.670391061452513,12.737430167597767,2.7597765363128492,20.0,3.0973085869565216,3.101531434782609,236.80701772445968
17,0.0,17.02127659574468,53.297872340425535,17.5531914893617,12.127659574468085,2.752127659574468,21.0,2.99386125,2.997143289473684,304.6885962275044
24,0.0,8.956521739130435,65.82608695652173,15.217391304347828,10.0,2.737391304347826,22.0,3.27000352173913,3.2745922826086957,217.92375511053024
10,0.0,7.217391304347825,67.91304347826087,14.782608695652174,10.08695652173913,2.7226086956521742,23.0,3.563409829545454,3.5677753787878785,229.06625133946622
19,0.0,9.758454106280192,62.60869565217392,16.618357487922705,11.014492753623188,2.711111111111111,24.0,2.734730695652174,2.737408717391305,373.40996355187593
4,0.0,4.695652173913043,70.26086956521739,15.043478260869565,10.0,2.696521739130435,25.0,2.690038103448276,2.692196743295019,463.2546747012527
25,0.0,1.839080459770115,74.25287356321839,15.172413793103448,8.735632183908045,2.6919540229885057,26.0,3.1944329130434785,3.198855717391304,226.10089014939874
6,0.0,0.0,75.04347826086956,15.043478260869565,9.91304347826087,2.6513043478260867,27.0,2.793271042654028,2.796835521327014,280.5459344107337
9,0.0,0.0,74.04761904761905,16.904761904761905,9.047619047619047,2.65,28.0,2.8832921304347825,2.886376586956522,324.20622334986905
30,0.0,0.0,74.69565217391305,15.391304347826088,9.91304347826087,2.6478260869565218,29.0,3.7604327068965513,3.76476574137931,230.78514698625526
18,0.0,0.0,73.82608695652173,16.26086956521739,9.91304347826087,2.6391304347826083,30.0,2.6460595,2.6484321739130436,421.4654169300157
